TA;doc;url;page;term;portfolio;context
TA487;committee-papers-2.pdf;portfoliodocument;34;early access to medicines;1;risk disease (eg due to TP53 dysregulation) and 48 patients have been treated at a number of centres as part of a named patient program and early access to medicines scheme (EAMS) between Sept and Dec of 2016. As noted in paragraph 4.8, the
TA487;committee-papers-2.pdf;portfoliodocument;35;named patient;1;data are available from a second analysis of the post progression outcomes in the UK CLL Forum series for patients treated with ibrutinib via a named patient program (George Follows, personal communication). 26 patients stopped ibrutinib due to progressive CLL and all 10 of the patients who stopped
TA487;committee-papers-2.pdf;portfoliodocument;35;named patient;1;"year, 15 patients stopped ibrutinib due to progressive disease of which 10 are still alive all of whom were receiving treatment with venetoclax via EAMS or named patient program. The median follow for patients treated with venetoclax is currently short (147 days following discontinuation of ibrutinib; range 9-"
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=10;10;early access;0;Confidential until publication  Consultee            Comment                                                                                                          Response                       Venetoclax is an innovative treatment and was fast tracked through the Early Access to Medicines Scheme          Comment noted. The                       (EAMS). The Accelerated Access Review was brought in by the Government specifically to improve access            committee noted that before                       to innovative medicines, yet NICE appears to be at odds with this with their processes and procedures.           the conditional marketing
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=10;10;early access;0;                      the wrong clinical trials. This inconsistency needs to be addressed as a matter of urgency.                      venetoclax was available to                                                                                                                                        patients in the NHS through                                                                                                                                        the early access to medicines                                                                                                                                        scheme. The committee                                                                                                                                        agreed that while venetoclax is
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=10;10;early access to medicines;0;Confidential until publication  Consultee            Comment                                                                                                          Response                       Venetoclax is an innovative treatment and was fast tracked through the Early Access to Medicines Scheme          Comment noted. The                       (EAMS). The Accelerated Access Review was brought in by the Government specifically to improve access            committee noted that before                       to innovative medicines, yet NICE appears to be at odds with this with their processes and procedures.           the conditional marketing
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=10;10;early access to medicines;0;                      the wrong clinical trials. This inconsistency needs to be addressed as a matter of urgency.                      venetoclax was available to                                                                                                                                        patients in the NHS through                                                                                                                                        the early access to medicines                                                                                                                                        scheme. The committee                                                                                                                                        agreed that while venetoclax is
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=13;13;early access;0;                      del or have failed chemotherapy have very limited treatment options and have a survival of less than 2           although there were some                       years. All the publications of this group indicate that the median survival, without venetoclax, is less than    limitations in how the ERG had                       2 years. In addition the UKCLL Forum will report real-world data from the UK Early Access Scheme for             modelled best supportive care,                       ibrutinib of over 300 patients receiving ibrutinib those progressing and not receiving venetoclax had an         the ERG’s approach was the                       overall survival of less than 3 months (see references below).                                                   most appropriate for assessing
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=17;17;compassionate;0;                                                                                                                                    the comparative effectiveness                        Over the last 12 to 18 months, I have collated the data on UK patients treated with ibrutinib as part of the of venetoclax and best                        compassionate access scheme. This data is now published (Haematologica, December 2016) and I                 supportive care. However, the                        have two separate presentations of follow up data at the 14th International Conference Malignant             committee did not give full                        Lymphoma later this month. I have attached the poster showing data tracking the survival of patients         weight to the ERG’s estimates
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=17;17;compassionate;0;                       with disease progression within the first year (i.e. before there was any access to venetoclax), the         without a 17p deletion or TP53                        median survival was 33 days (range 0 – 360) and not a single patient is still alive. In contrast, since      mutation. Please see FAD                        patients have been able to access venetoclax through the EAMS scheme and compassionate access                section 4.21.                        programme, the majority of patients who stopped ibrutinib with progressive disease are still alive with a    The committee considered the                        median follow-up of 107 days. Our data reinforce the point that it is simply not possible that patients who  additional data mentioned in
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=18;18;named patient;0;                        experience in using this drug outside clinical trials in the UK CLL community indicates that this treatment                       commented that the effect of                         can be used safely and effectively in older or less fit patients and 85 patients have been treated in the UK                      this is normally mitigated by                         via named patients programs. Data from the venetoclax studies do however represent a population                                   having a control arm with                         encountered routinely in UK haematology practice with significant unmet need.                                                     similar baseline                                                                                                                                                           characteristics, which is not
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=20;20;compassionate;0;"                    observed for patients with or without TP53 dysregulation. The UK CLL forum has also undertaken a large          particularly for the population                     retrospective analysis of outcomes in 315 UK patients with relapsed CLL treated with ibrutinib as part of a     without a 17p deletion or TP53                     compassionate access scheme (UK CLL Forum Haematologica. 2016; 101:1563). The results confirm that                     ibrutinib is an effective treatment for this patient population although highlight the poor prognosis for those mutation. Please see FAD                     patients who had to discontinue treatment. 72 patients discontinued therapy (mostly due to progressive          section 4.21."
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=24;24;early access;0;haematology community for patients with BCR inhibitor failure or high risk disease (e.g. 17p deletion/TP53 mutation). Over 90 patients have been treated at a number of UK centres as part of a named patient program, early access to medicines scheme (EAMS) and commercial supply between August and May 2017, with only six patients dropping off treatment.
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=24;24;early access to medicines;0;haematology community for patients with BCR inhibitor failure or high risk disease (e.g. 17p deletion/TP53 mutation). Over 90 patients have been treated at a number of UK centres as part of a named patient program, early access to medicines scheme (EAMS) and commercial supply between August and May 2017, with only six patients dropping off treatment.
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=24;24;named patient;0;haematology community for patients with BCR inhibitor failure or high risk disease (e.g. 17p deletion/TP53 mutation). Over 90 patients have been treated at a number of UK centres as part of a named patient program, early access to medicines scheme (EAMS) and commercial supply between August and May 2017, with only six patients dropping off treatment.
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=27;27;named patient;0;"study by the UK CLL forum, beyond the first year of ibrutinib therapy, 15 patients stopped ibrutinib due to progressive disease of which 10 are still alive, all of whom were receiving treatment with venetoclax via EAMS or named patient program. In contrast within the 1st year of ibrutinib therapy, among the 10 patients who stopped ibrutinib due to progressive disease, all patients died with a median OS of 33 days (range 0-360); during this time there was no"
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=31;31;early access;0;clinical expert opinion and we challenge NICE to substantiate this statement with objective evidence before the FAD. Venetoclax is an innovative treatment and was fast tracked through the Early Access to Medicines Scheme (EAMS). The Accelerated Access Review was brought in by the Government specifically to improve access to innovative medicines, yet NICE
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=33;33;early access;0;"We would also like to repeat the high unmet need that currently exists for patients who have failed treatment with a B-cell receptor inhibitor. This was central to the provision of venetoclax through the Early Access to Medicines Scheme (EAMS), which was withdrawn on the 6th December 2016 when venetoclax received its marketing authorisation. It is imperative that NICE reach a positive decision quickly, to prevent avoidable early deaths; by"
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=33;33;early access to medicines;0;"We would also like to repeat the high unmet need that currently exists for patients who have failed treatment with a B-cell receptor inhibitor. This was central to the provision of venetoclax through the Early Access to Medicines Scheme (EAMS), which was withdrawn on the 6th December 2016 when venetoclax received its marketing authorisation. It is imperative that NICE reach a positive decision quickly, to prevent avoidable early deaths; by"
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=34;34;early access;0;have a survival of less than 2 years. All the publications of this group indicate that the median survival, without venetoclax, is less than 2 years. In addition the UKCLL Forum will report real-world data from the UK Early Access Scheme for ibrutinib of over 300 patients receiving ibrutinib those progressing and not receiving ventoclax had an overall survival of less than 3 months (see references below).
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=38;38;compassionate;0;     2. Failure to meet end of life criteria Over the last 12 to 18 months, I have collated the data on UK patients treated with ibrutinib as part of the compassionate access scheme. This data is now published (Haematologica, December 2016) and I have two separate presentations of follow up data at the 14th International Conference Malignant Lymphoma later this month. I have attached the poster showing data tracking the survival
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=38;38;compassionate;0;to Venetoclax), the median survival was 33 days (range 0 – 360) and not a single patient is still alive. In contrast, since patients have been able to access Venetoclax through the EAMS scheme and compassionate access programme, the majority of patients who stopped ibrutinib with progressive disease are still alive with a median follow-up of 107 days. Our data reinforce the point that it is simply not possible that patients who develop progressive disease while taking either ibrutinib or
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=39;39;named patient;0;       Of the original 315 patients treated                                                                                                                                         A                                                                                                                                                           B        through the Named Patient Scheme,        after 30 months median follow-up:                                                                                                                                                                                                                                                                                                                                                 HR: 0.33 (0.11 – 0.98) p = 0.033        44.4% (140/315) had discontinued therapy
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=4;4;early access;0;                      interest and enthusiasm for using venetoclax amongst the UK CLL haematology community for patients                       with BCR inhibitor failure or high risk disease (e.g. 17p deletion/TP53 mutation). Over 90 patients have                       been treated at a number of UK centres as part of a named patient program, early access to medicines                       scheme (EAMS) and commercial supply between August and May 2017, with only six patients dropping                       off treatment.
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=4;4;early access to medicines;0;                      interest and enthusiasm for using venetoclax amongst the UK CLL haematology community for patients                       with BCR inhibitor failure or high risk disease (e.g. 17p deletion/TP53 mutation). Over 90 patients have                       been treated at a number of UK centres as part of a named patient program, early access to medicines                       scheme (EAMS) and commercial supply between August and May 2017, with only six patients dropping                       off treatment.
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=4;4;named patient;0;                      interest and enthusiasm for using venetoclax amongst the UK CLL haematology community for patients                       with BCR inhibitor failure or high risk disease (e.g. 17p deletion/TP53 mutation). Over 90 patients have                       been treated at a number of UK centres as part of a named patient program, early access to medicines                       scheme (EAMS) and commercial supply between August and May 2017, with only six patients dropping                       off treatment.
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=40;40;named patient;0;the UK CLL community indicates that this treatment can be used safely and effectively in older or less fit patients and 85 patients have been treated in the UK via named patients programs. Data from the venetoclax studies do however represent a population encountered routinely in UK haematology practice with significant unmet need.
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=41;41;compassionate;0;"similar results observed for patients with or without TP53 dysregulation. The UK CLL forum has also undertaken a large retrospective analysis of outcomes in 315 UK patients with relapsed CLL treated with ibrutinib as part of a compassionate access scheme (UK CLL Forum Haematologica. 2016;101:1563). The results confirm that ibrutinib is an effective treatment for this patient population although highlight the"
TA487;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers-3#page=8;8;named patient;0;"                      study by the UK CLL forum, beyond the first year of ibrutinib therapy, 15 patients stopped ibrutinib due to     progression survival,                       progressive disease of which 10 are still alive, all of whom were receiving treatment with venetoclax via       particularly for the population                       EAMS or named patient program. In contrast within the 1st year of ibrutinib therapy, among the 10 patients      without a 17p deletion or TP53                       who stopped ibrutinib due to progressive disease, all patients died with a median OS of 33 days (range 0-       mutation. Please see FAD                       360); during this time there was no access to venetoclax in the UK and Ireland. (UK CLL Forum, 2017).           section 4.21."
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=100;100;early access;0;There is no need for concomitant therapies. 2.4          Innovation Venetoclax has been recognised by the Early Access to Medicines Scheme as innovative and bringing important clinical benefits to CLL patients with a high unmet need.
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=100;100;early access;0;clinical benefits of venetoclax in these CLL patients with particularly high unmet needs. Venetoclax has been given a Promising Innovative Medicine (PIM) designation and granted early access via the EAMS [27] on the 23rd August 2016 in the following indications:      <U+F0B7>   Adult patients with CLL in the absence of 17p deletion or TP53 mutation, and
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=100;100;early access to medicines;0;There is no need for concomitant therapies. 2.4          Innovation Venetoclax has been recognised by the Early Access to Medicines Scheme as innovative and bringing important clinical benefits to CLL patients with a high unmet need.
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=179;179;named patient;0;clinicians. Given this feedback, and in order to inform the modelling of a palliative care comparator arm, AbbVie collaborated with the UK CLL Forum to gain data from the ibrutinib Named Patient Programme. Further details are provided in section 5.3.3. An overview of the treatment regimens used in the economic evaluation is given in Table 48. Additional details on costs are provided in Section 5.5.
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=193;193;named patient;0;is end of life care/palliative treatment. To estimate the expected survival outcomes of this patient population, a retrospective UK CLL Forum registry study was used. [123] The registry recorded anonymised data on patients from the CLL ibrutinib named patient scheme (NPS). Patients had to have R/R CLL having received prior immuno-chemotherapy, and had at least 1 day of ibrutinib treatment in the NPS. The study was conducted by the UK CLL Forum and
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=274;274;early access;0;"investigation and management of Chronic Lymphocytic Leukaemia. 2012: British Society for Haematology, 100 White Lion Street, London, N1 9PF. 27.      Medicines and Healthcare products Regulatory Agency. Early access to medicines scheme (EAMS) scientific opinion: venetoclax for the treatment of chronic lymphocytic       leukaemia      (CLL).    2016        31/08/2016];      Available    from:"
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=285;285;early access;0;Blood, 2013. 121(18): p. 3650-7. 174. Dupuis, J., et al., Ofatumumab in refractory chronic lymphocytic leukemia: experience through the French early access program. Clin Lymphoma Myeloma Leuk, 2015. 15(2): p. e43-6. 175. Ferrajoli, A., et al., Lenalidomide induces complete and partial remissions in
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=332;332;named patient;0;(France,         (CLL)                                                          (80%) were in      which named patient                                            Binet stage C,     displayed a   6 (1-9) program/sche                                             and 12 (40%)       majority of me)                                                      had Eastern        17p deletions
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=347;347;early access;0;Publication: 21 Oct 2013 Dupuis J. (2014) Ofatumumab in Refractory Chronic Lymphocytic                        Duplicate Leukemia: Experience Through the French Early Access Program. Clinical Lymphoma, Myeloma and Leukemia (2014) Ferrajoli A. (2012) Combination of ofatumumab and lenalidomide in                    Duplicate
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=405;405;compassionate;0;There is now a population of patients who have commenced treatment with both inhibitors (idelalisib/ibrutinib) over the past few years in the UK either after NICE guidance has been issued or during compassionate and early access schemes, via the CDF entry and clinical trials. There is now a small group who are failing these treatments in desperate need of a next line of
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=423;423;named patient;0;Ibrutinib targets the BTK molecule and has an EMA license to treat 1st line and relapsed CLL with certain caveats. This drug has been used widely in the UK for relapsed / refractory CLL patients with access primarily through a named patient access scheme and also through the Cancer Drugs Fund. A decision from NICE with regards to funding of this drug within the NHS is imminent.
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=424;424;named-patient;0;supervised by experienced haematology specialists who have access to in-patient treatment facilities. The drug has been used in a limited number of UK hospitals on trial and given under a named-patient basis. As an example, I run a large CLL and lymphoma clinic, yet only have experience of treating 3 patients combined between trial and non-trial use. My patients have been taking the treatment continuously for 18
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=438;438;early access;0; CS        Company Submission  DOR       Duration of response  EAMS      Early Access to Medicine Schemes  ECOG      Eastern Cooperative Oncology Group  EORTC     European Organisation for Research and Treatment of Cancer
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=455;455;named patient;0;company’s clinical experts do not consider it to be an appropriate comparator, citing that the drug is not used currently in UK clinical practice (CS p18). However, it is the opinion of the ERG clinical advisor that alemtuzumab is still used in the UK on the named patient basis, the treatment requires injections, day care attendances and poses significant infection risks, during and post treatment, therefore requires meticulous viral surveillance and the ERG
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=456;456;early access;0;  3.5      Other relevant factors The CS reports that there are no equity issues presented by venetoclax. In addition, the Medicines and Healthcare Products Regulatory Agency (MHRA) granted early access to venetoclax monotherapy under the Early Access to Medicines Scheme (EAMS) on 23 August 2016 for CLL patients without 17p deletion or TP53 mutation who have failed both chemo-
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=456;456;early access;0;The CS reports that there are no equity issues presented by venetoclax. In addition, the Medicines and Healthcare Products Regulatory Agency (MHRA) granted early access to venetoclax monotherapy under the Early Access to Medicines Scheme (EAMS) on 23 August 2016 for CLL patients without 17p deletion or TP53 mutation who have failed both chemo- immunotherapy and a B-cell receptor pathway inhibitor, and CLL patients with 17p deletion
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=456;456;early access to medicines;0;The CS reports that there are no equity issues presented by venetoclax. In addition, the Medicines and Healthcare Products Regulatory Agency (MHRA) granted early access to venetoclax monotherapy under the Early Access to Medicines Scheme (EAMS) on 23 August 2016 for CLL patients without 17p deletion or TP53 mutation who have failed both chemo- immunotherapy and a B-cell receptor pathway inhibitor, and CLL patients with 17p deletion
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=55;55;early access;0;                       Innovation and Equality • Early Access to Medicines Scheme designation • Company: unique mechanism of action Benefits not captured in QALY:
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=55;55;early access to medicines;0;                       Innovation and Equality • Early Access to Medicines Scheme designation • Company: unique mechanism of action Benefits not captured in QALY:
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=81;81;early access;0;EAMS                 Early Access To Medicines Scheme ECG                  Electrocardiogram ECOG                 Eastern Cooperative Oncology Group
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=81;81;early access to medicines;0;EAMS                 Early Access To Medicines Scheme ECG                  Electrocardiogram ECOG                 Eastern Cooperative Oncology Group
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=92;92;compassionate;0;its mode of action and its on-target effect, and the safety risks are manageable with routine oncology practices and the prescribed laboratory TLS prophylaxis measures. Compassionate use requests for venetoclax supports the existence of an unmet need in CLL both in del(17p) and non-del(17p) patient populations. Since June 2015, 14 CLL patients with BCRi failure have been enrolled into a named patient scheme in the UK. Out of those, four
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=92;92;named patient;0;Compassionate use requests for venetoclax supports the existence of an unmet need in CLL both in del(17p) and non-del(17p) patient populations. Since June 2015, 14 CLL patients with BCRi failure have been enrolled into a named patient scheme in the UK. Out of those, four have been converted to the EAMS program, initiated on the 23rd August 2016. In addition, AbbVie has provided venetoclax for 14 patients within the EAMS. All those patients are BCRi
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=95;95;early access;0;17th October 2016. Furthermore, the Medicines and Healthcare Products Regulatory Agency (MHRA) has granted early access to venetoclax monotherapy via the Early Access to Medicines Scheme (EAMS) on 23rd August 2016 for the following CLL indications:     <U+F0B7>   Adult patients with CLL in the absence of 17p deletion or TP53 mutation, and
TA487;committee-papers.pdf;https://www.nice.org.uk/guidance/TA487/documents/committee-papers#page=95;95;early access to medicines;0;17th October 2016. Furthermore, the Medicines and Healthcare Products Regulatory Agency (MHRA) has granted early access to venetoclax monotherapy via the Early Access to Medicines Scheme (EAMS) on 23rd August 2016 for the following CLL indications:     <U+F0B7>   Adult patients with CLL in the absence of 17p deletion or TP53 mutation, and
TA487;final-appraisal-determination-document-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-3#page=1;1;managed access;0;                                             Pharmaceutical Price Regulation Scheme                                              (2014)  Managed access agreement                    A Cancer Drugs Fund managed access                                              agreement consists of two components:                                                   ·  The first is a data collection
TA487;final-appraisal-determination-document-3.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-3#page=1;1;managed access;0;                                                      arrangement, which sets out data                                                       that will be collected during the                                                       ‘managed access’ period to resolve                                                       clinical uncertainty                                                   ·  The second is a commercial access
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=1;1;managed access;0;    Cancer Drugs Fund Managed Access Agreement      Venetoclax for treating  chronic lymphocytic leukaemia
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=10;10;managed access;0;        controller and will conduct analysis of SACT data. AbbVie will not have         access to the SACT patient-level data but will receive the analysis (SACT         report) that PHE produce at the end of the managed access period. Blueteq’s         CDF system data is owned by NHS England. 9. Publication
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=2;2;managed access;0;        responsibilities for further data collection for venetoclax in chronic lymphocytic         leukaemia (TA487). A positive recommendation within the context of a         managed access agreement has been decided by the appraisal committee.   2       Commencement and period of agreement   2.1   This data collection arrangement shall take effect on upon publication of the
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=2;2;managed access;0;"  2       Commencement and period of agreement   2.1   This data collection arrangement shall take effect on upon publication of the         managed access agreement. The data collection period is anticipated to         conclude in December 2020; it is considered sufficient time to collect         meaningful data (see section 7). The process for exiting the Cancer Drugs"
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=3;3;managed access;0;                                                                                   CONFIDENTIAL   2.2   As part of the managed access agreement, the technology will continue to be         available through the Cancer Drugs Fund after the data collection period has         ended and while the guidance is being reviewed. This assumes that the data
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=3;3;managed access;0;          -   in the absence of 17p deletion or TP53 mutation in adult patients who have               failed both chemoimmunotherapy and a BCRi. 3.2.    Patient eligibility for treatment during the managed access arrangement         period is as follows:               Venetoclax in treatment of chronic lymphocytic leukaemia in the
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=6;6;early access;0;        period. 3.5.    In addition, there are approximately 100 existing patients who started         venetoclax as part of the Early Access to Medicines Scheme between 23rd         August 2016 and 5th December 2016 or AbbVie’s ‘free of charge’ supply since         the point of marketing authorisation (5th December 2016 until NICE guidance.
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=6;6;early access to medicines;0;        period. 3.5.    In addition, there are approximately 100 existing patients who started         venetoclax as part of the Early Access to Medicines Scheme between 23rd         August 2016 and 5th December 2016 or AbbVie’s ‘free of charge’ supply since         the point of marketing authorisation (5th December 2016 until NICE guidance.
TA487;final-appraisal-determination-document-4.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document-4#page=6;6;managed access;0;        additional eligibility criteria are required. 3.4.    It is estimated that approximately 20 new patients per month will be treated         with venetoclax within the CDF during the managed access arrangement         period. 3.5.    In addition, there are approximately 100 existing patients who started
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=1;1;managed access;0;                    progressed after both chemo-immunotherapy and a B-cell receptor                     pathway inhibitor and                <U+F0B7> only if the conditions in the managed access agreement are followed. 1.2            This recommendation is not intended to affect treatment with venetoclax                that was started in the NHS before this guidance was published. Adults
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=17;17;early access;0;                                                                 CONFIDENTIAL UNTIL PUBLISHED                marketing authorisation was granted, venetoclax was available to patients                in the NHS through the early access to medicines scheme. The committee                also heard that some of the benefits of venetoclax may not have been                captured in the modelling, such as how it improves the productivity of
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=17;17;early access to medicines;0;                                                                 CONFIDENTIAL UNTIL PUBLISHED                marketing authorisation was granted, venetoclax was available to patients                in the NHS through the early access to medicines scheme. The committee                also heard that some of the benefits of venetoclax may not have been                captured in the modelling, such as how it improves the productivity of
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=2;2;early access;0;                                         venetoclax was designated a promising innovative                                          medicine and was available to patients in the NHS                                          through the early access to medicines scheme.   Adverse reactions                      There is a risk of tumour lysis syndrome during the                                          initial 5-week dose-titration phase of treatment
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=2;2;early access to medicines;0;                                         venetoclax was designated a promising innovative                                          medicine and was available to patients in the NHS                                          through the early access to medicines scheme.   Adverse reactions                      There is a risk of tumour lysis syndrome during the                                          initial 5-week dose-titration phase of treatment
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=2;2;managed access;0;                                         development was that AbbVie had agreed a patient                                          access scheme with the Department of Health. The                                          managed access agreement agreed in August 2017                                          replaced this patient access scheme. As part of the                                          managed access agreement, the company has a
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=2;2;managed access;0;                                         managed access agreement agreed in August 2017                                          replaced this patient access scheme. As part of the                                          managed access agreement, the company has a                                          commercial access agreement with NHS England.                                          This makes venetoclax available at a reduced cost.
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=20;20;managed access;0;                    progressed after both chemo-immunotherapy and a B-cell receptor                     pathway inhibitor and                <U+F0B7> only if the conditions in the managed access agreements are followed. . National Institute for Health and Care Excellence                                 Page 20 of 33
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=23;23;early access;0;  significant and                 conditional marketing authorisation was   substantial impact              granted, venetoclax was available to patients   on health-related               in the NHS through the early access to   benefits?                       medicines scheme. The committee heard from                                   the patient expert that they valued the fact that
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=31;31;managed access;0;5.1            When NICE recommends a treatment as an option for use within the                Cancer Drugs Fund, NHS England will make it available according to the                conditions in the managed access agreement. This means that, if a                patient has chronic lymphocytic leukaemia and the doctor responsible for                their care thinks that venetoclax is the right treatment, it should be
TA487;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA487/documents/final-appraisal-determination-document#page=31;31;managed access;0;               their care thinks that venetoclax is the right treatment, it should be                available for use, in line with NICE's recommendations and the Cancer                Drugs Fund criteria in the managed access agreement. Further                information can be found in NHS England's Appraisal and funding of                cancer drugs from July 2016 (including the new Cancer Drugs Fund) – A
